,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,duration_ms,name,popularity
412,0.00113,0.25,0.929,2MFuhlzJNTPe9UMuTXuFhh,0.000225,11,0.334,-5.132,0,0.0867,199.975,0.107,250714,Run Free,48
414,5.43e-05,0.469,0.916,411GxeLBfejBTzT1WBXSgn,0.0,10,0.433,-4.163,0,0.0547,144.004,0.287,211439,Break Down The Walls,45
416,8.76e-05,0.476,0.94,56LGS7W4ji1xq7kVwZLGKm,0.000255,4,0.112,-3.72,0,0.0669,75.99,0.461,194210,Creature,42
418,6.23e-05,0.497,0.984,7FQ7KZDyIvln48cS79JTva,9.46e-06,11,0.387,-3.219,0,0.0553,140.975,0.602,223508,White Line Fever,44
420,2.92e-05,0.383,0.973,0GAQeUr2nNCuNhI2dCKW5y,0.0,11,0.408,-2.305,0,0.0691,95.106,0.264,204817,The Death Of Me - Rock Mix,44
422,4.9e-06,0.346,0.657,1Z1wMV8uQdBoxtnezw8Zff,6.95e-05,1,0.15,-3.99,0,0.0371,90.315,0.174,228533,18 And Life - Skid Row cover,33
425,7.81e-05,0.203,0.988,5BODRfhgnHa4I5rDrkxs3x,0.247,8,0.534,-3.631,1,0.353,90.003,0.137,238160,Closure,49
427,0.000102,0.218,0.987,1zalQPA3y0Latbiis4motB,0.000407,7,0.617,-2.225,1,0.222,129.803,0.0552,210613,To The Stage,50
429,5.39e-06,0.285,0.995,5wzV35hpLeZCz9aBSAWBcY,0.000231,0,0.288,-1.695,0,0.0939,160.025,0.088,216640,"Someone, Somewhere",49
432,8.71e-05,0.49,0.99,3xyouDHGWbbc9tcRbBWHOU,6.87e-06,5,0.0962,-2.007,0,0.13,119.937,0.208,214186,Another Bottle Down,43
434,0.00156,0.213,0.957,0CqCpm4LLQbHUX5ysizWJS,0.0,3,0.394,-2.967,1,0.235,196.118,0.157,242080,The Final Episode (Let's Change Channel),58
436,0.0133,0.225,0.988,1pHnPHL2oDLZFzzI8w323Q,5.75e-06,7,0.509,-2.728,1,0.198,138.375,0.186,243920,A Candlelit Dinner With Inamorta,49
438,0.0305,0.236,0.892,17C4oPQ3sTpF11pi9yvGcs,0.0,2,0.278,-4.106,0,0.188,184.981,0.0685,279226,Not The American Average,59
440,0.00124,0.343,0.944,3RbIOh6w1EKBOMDEdCz8DE,0.000352,2,0.256,-4.292,0,0.0713,120.026,0.235,263186,When Everyday's The Weekend,43
442,0.0185,0.536,0.988,0Wlg5oqFRt8y9qumsnvr7w,4.37e-05,2,0.0439,-5.196,1,0.114,125.077,0.0558,101746,Without Walls,39
444,0.000104,0.212,0.99,7sycIQs1ScNNXmZU22jTx1,0.0,6,0.35,-2.67,0,0.266,130.009,0.221,251040,Alive In The Lights,41
446,0.000192,0.382,0.994,0t3IA88SWvS4W7zAfxgKA4,0.0,8,0.344,-2.664,0,0.183,154.979,0.368,249573,Prove Me Right,43
448,0.00242,0.44,0.986,1Ny4Sr987Cs8vbhPMyXnUp,0.0,6,0.299,-2.635,0,0.167,155.054,0.415,248066,Vices,46
451,0.000614,0.468,0.933,1GJGFPpsc8qD4HO22nFmOI,0.0,8,0.132,-4.876,0,0.071,113.887,0.372,234120,Ghost In The Mirror,23
453,0.00119,0.481,0.887,6PXOT07prfNBwMVQVRD9TX,0.0,6,0.247,-5.22,0,0.0598,94.965,0.36,227160,Sleepwalking,17
455,6.14e-05,0.441,0.987,2dS7e0gGi6fIjoPA5IzSl1,0.0,10,0.294,-2.214,0,0.223,120.025,0.391,252013,Beneath The Skin,37
457,4.11e-05,0.366,0.955,1LEWuGeQcN1cNeRnGzw56v,0.0,1,0.354,-2.972,1,0.173,133.164,0.466,222685,Sleepless Nights,34
459,0.314,0.436,0.819,4HgIMBGzi9IN2ILcOghOAh,0.0,1,0.146,-4.545,0,0.05,136.104,0.156,204705,Speechless,33
460,0.000636,0.144,0.973,3BtZuZWBH0wkD52p7x7ojF,0.0,6,0.186,-3.173,0,0.26,174.866,0.359,224609,The Rose,33
462,0.309,0.313,0.959,0tS8ha9f6ljavrewbwwDaB,0.0,8,0.0877,-5.016,0,0.264,170.155,0.298,223764,Need To Be,31
464,0.000148,0.268,0.971,3rWUMAfFs5cb9sz5sDKR7y,0.0,6,0.0827,-3.077,0,0.221,154.86,0.323,235389,Pharisees,31
466,0.221,0.628,0.682,3mLQeBbhciN9iCsIQ0G30K,0.0,1,0.0891,-7.884,1,0.0496,104.908,0.761,294686,Beneath The Skin - Acoustic,36
469,0.182,0.235,0.8,2VInz7SONkoiZG9qtWkbs7,0.0,8,0.0853,-7.658,0,0.0967,170.073,0.381,217764,Need To Be - Acoustic,35
472,0.0148,0.307,0.98,5fzJpKGHEMV2Hs2EoxJVeJ,0.00813,7,0.67,-4.186,1,0.226,130.244,0.132,261746,Pray For Plagues,44
474,0.00272,0.235,0.86,1PInWkBARsxLyouDqa2GtF,0.0969,4,0.388,-2.842,0,0.0561,127.788,0.342,227296,Can You Feel My Heart,63
476,0.0001,0.428,0.977,77aRSy9dTVpG9naxEDd7n6,0.0,8,0.214,-2.256,1,0.154,75.98,0.279,205152,The House Of Wolves,54
478,0.000244,0.399,0.963,0ShUX5LYFHltP8T7PxRhRm,5.16e-06,2,0.279,-3.28,0,0.122,148.892,0.294,230090,Sleepwalking,60
480,6.68e-05,0.448,0.974,4cT6fZLzLcdBnKUoTPwrNL,0.000391,7,0.119,-2.919,0,0.12,137.96,0.224,242995,"Go To Hell, For Heaven's Sake",55
482,0.000241,0.45,0.986,0z4sFQ2yzLbjzSsNC5qAkD,0.0018,6,0.158,-2.932,1,0.281,143.036,0.183,242977,Shadow Moses,58
485,2.23e-05,0.499,0.991,0VGXyzdRuqnpk5Tz2mRdlx,0.0,0,0.176,-2.249,1,0.158,137.026,0.317,193637,Antivist,50
487,0.000507,0.153,0.898,3I0sLAfseLWFkRtGKxmrCc,0.00446,8,0.106,-6.145,1,0.168,101.029,0.0435,379520,Crucify Me (feat. Lights),43
488,9.87e-05,0.395,0.949,6yXwzAdml0MyRURctW038w,0.00026,0,0.38,-5.443,0,0.0907,105.046,0.135,274133,It Never Ends,48
490,0.00038,0.15,0.96,1DDN2rHzfzuKmaN0Qoo4lm,1.19e-06,5,0.142,-4.648,1,0.112,102.656,0.0477,271853,Alligator Blood,40
491,0.000321,0.326,0.94,1KbfMiKDVBCJxOTV9sWA8m,0.0,10,0.2,-4.58,0,0.0866,109.976,0.0635,248920,Visions,37
492,2.79e-05,0.373,0.895,04d0mhsVSGVINGKsdCxAai,0.0205,10,0.338,-5.217,0,0.111,99.849,0.185,302560,Chelsea Smile,38
493,9e-05,0.18,0.867,4V3kjWSktkyWtAZD4sZLMQ,0.0,6,0.0917,-5.337,1,0.217,76.251,0.108,228066,Diamonds Aren't Forever,35
494,4.24e-05,0.166,0.851,7uB7GU4ii7RK9NbcTMNWRf,0.00111,8,0.0835,-5.44,1,0.128,102.251,0.0636,322360,The Sadness Will Never End,31
496,0.000455,0.426,0.888,0M3adYbGtyRHACP86dey1H,0.0,0,0.306,-3.72,0,0.0987,144.111,0.387,191520,Throne,67
497,0.362,0.47,0.796,1VNWaY3uNfoeWqb5U8x2QX,1.11e-06,8,0.133,-3.277,0,0.0336,113.108,0.215,167906,Lonely Day,71
500,0.000278,0.419,0.934,2DlHlPMa4M17kufBvI2lEN,0.0015,7,0.132,-3.908,0,0.12,127.288,0.286,210240,Chop Suey!,79
502,0.000254,0.407,0.876,7MeXwzhSDGfqNfuFANgzVC,0.00265,8,0.215,-4.145,1,0.0529,116.335,0.521,218933,Toxicity,37
504,0.00107,0.404,0.923,1twBt7aZiy7HWPG025QGuP,0.0163,0,0.0637,-4.235,0,0.0547,81.058,0.248,235599,Aerials,31
506,0.0725,0.495,0.917,1NMXkYmP983tmztiArxJEn,0.0,7,0.192,-3.142,1,0.116,95.153,0.515,217689,Set Me On Fire,50
507,0.00721,0.481,0.932,11Ojp7JniVvwd0gmgvyKkd,0.0,4,0.337,-4.592,0,0.083,149.992,0.543,271000,Wrong Side of Heaven,66
510,0.0731,0.491,0.904,6ralvpQpqnzlLb6up4qavw,0.0,7,0.172,-3.126,1,0.114,95.042,0.524,217680,Set Me on Fire,0
512,0.0177,0.291,0.974,6wqJeItl3Vc3az4ZicSQAB,5.44e-06,6,0.886,-2.997,0,0.171,134.724,0.348,278600,Before I Forget,73
514,0.0149,0.548,0.855,5ncmO0kLAeGvO3Wv2SIG36,0.0,3,0.127,-3.266,1,0.151,145.133,0.644,218786,The Drug In Me Is You,0
516,3.05e-05,0.405,0.979,5K7RDuh2JihPUScuOB76Sq,0.0,8,0.266,-2.231,1,0.133,139.991,0.469,190070,Face Everything And Rise,57
518,8.26e-05,0.528,0.942,1Ka4sX789wNftDGgjCO2h7,0.0,3,0.344,-2.825,0,0.0512,110.058,0.421,188919,Falling Apart,63
520,0.00742,0.567,0.922,4nrWU5PRlFJubLjahofpOU,0.0,1,0.107,-3.896,1,0.21,85.968,0.635,244448,Gravity,60
522,0.00177,0.472,0.923,1fsdsg4eQY13QF2PfeR10T,0.0,6,0.0773,-3.96,1,0.0516,111.051,0.279,213080,No Matter What,0
524,0.00267,0.567,0.946,0jqblvsI9LBY4irmLVqqEO,0.0,2,0.0567,-3.973,0,0.0935,94.985,0.699,245573,Welcome to the Family,66
526,0.00847,0.286,0.703,7Hr1Ignop7cymbE3FbOtXa,7.39e-05,4,0.142,-4.491,0,0.0348,151.297,0.259,326813,So Far Away,65
529,0.00116,0.607,0.804,4veeNpXDK1YRHMTJ1Cppsg,0.0,9,0.159,-5.209,0,0.0296,139.983,0.469,404386,Buried Alive,63
531,0.00018,0.471,0.985,1hrfvLgEC9lci0kB89QEQ0,4.17e-05,2,0.0557,-3.618,1,0.191,135.063,0.14,255076,Carry On,58
533,0.000107,0.506,0.966,2j2Kvsj3wuQcRblvzAAkt9,2.71e-06,7,0.127,-3.643,1,0.0683,138.035,0.576,230164,Scars,0
535,0.00797,0.614,0.568,3YuaBvuZqcwN3CEAyyoaei,0.0,7,0.0997,-5.477,0,0.0276,107.849,0.516,293960,Like a Stone,74
540,0.143,0.423,0.845,7r9ZTgy31yObGZE6ZYDlQg,5.07e-06,11,0.213,-3.509,0,0.0559,116.602,0.317,278973,Be Yourself,15
542,0.00156,0.563,0.924,3EKjTDAEIdyQqsA9qtb5P2,1.15e-06,2,0.0468,-5.567,1,0.0734,90.928,0.539,187240,Boom - 2006 Remastered Version,53
545,0.00834,0.563,0.86,0UrWr7Jnu1heq1o99ZwUd0,0.0106,8,0.39,-7.533,1,0.0621,97.867,0.517,256240,Youth Of The Nation,69
547,0.000133,0.399,0.776,5ZuHIvkY2OOCJWEMMD5UAl,0.00174,10,0.101,-6.487,0,0.0472,173.24,0.541,223453,Alive - Acoustic Version,2
549,1.23e-05,0.409,0.952,3IRovqSVYx3CNtDWRebsET,0.000156,2,0.31,-3.761,0,0.0756,80.899,0.55,203693,Alive - 2006 Remastered Version,60
551,0.00318,0.559,0.931,5DooySfCD1xCJ49gQm9rx7,1.24e-05,9,0.0624,-5.863,1,0.0721,90.911,0.644,190760,Boom,63
553,0.000671,0.509,0.843,1gyee1JuFFiP476LQpRMYU,0.000803,1,0.348,-3.318,0,0.0488,140.055,0.332,238400,The Red,68
556,0.00456,0.512,0.968,1MTELuKDa4b8VOHF97ffuY,1.24e-06,6,0.115,-3.874,1,0.0658,160.102,0.646,256853,The Light,59
557,0.000157,0.373,0.991,2BqDbaNNOMdxKc6jfJ8O0e,1.29e-06,7,0.162,-2.101,1,0.214,197.973,0.316,257836,Immortalized,56
558,0.000336,0.433,0.854,1Qdnvn4XlmZANCVy3XjrQo,0.000177,9,0.162,-3.868,1,0.0483,89.4,0.368,277840,Show Me How to Live,70
560,0.000329,0.294,0.974,1nxIgRqtVlG4vo8W0ZZIES,0.0,3,0.21,-2.066,0,0.207,143.842,0.131,203560,Carry On,30
562,0.000312,0.399,0.984,4Wy3T0ZsYT0mxb2H6AwRJT,0.0,8,0.0511,-1.728,0,0.145,76.99,0.183,248040,This Light I Hold (feat. Jacoby Shaddix),27
564,0.00208,0.382,0.996,2gscB6kDOmrv1P6qs2KXE3,0.0,7,0.417,-4.119,1,0.104,93.345,0.327,147840,Wait And Bleed,68
566,7.69e-05,0.549,0.995,4iUFYqWo9l1BpOZAHsR7zf,0.0,4,0.12,-4.141,1,0.17,128.083,0.0602,213817,Bad Vibrations,53
567,0.00229,0.581,0.975,5QTATIkC6dH9c8IMmqoF4q,0.0,1,0.305,-3.602,1,0.0543,135.017,0.468,223515,Pain,44
575,0.00109,0.43,0.945,2HsYjR4rBa38aePVMWL3zb,5.5e-05,11,0.311,-2.662,0,0.102,170.081,0.276,229209,The Worst In Me,53
578,0.00932,0.608,0.686,2Hlaw1AVPf49nGB0FrUQiW,4.67e-05,4,0.0844,-8.257,0,0.0738,162.031,0.663,371200,You Dont Know Me,0
584,0.00686,0.514,0.945,7FkInGFQknRRuzu5oW4JAu,0.000327,7,0.338,-3.63,0,0.0568,140.033,0.367,295280,Megalomaniac,40
586,0.0279,0.485,0.943,0Xso5XdadL4sn1YO2T1qY4,1.08e-06,3,0.282,-3.301,0,0.0601,139.96,0.546,213773,"Ready, Set, Go!",0
588,0.00472,0.621,0.958,1mooCSO467CEK4UdBkofZE,0.000115,0,0.158,-4.603,1,0.118,101.998,0.584,192560,English Girls,22
590,0.0117,0.361,0.872,7ckZ58Uo6I6nTrMs1SeimI,0.0,8,0.318,-4.312,1,0.0392,176.025,0.578,172960,On My Own,55
592,0.00563,0.431,0.788,5vlG9gqMoXJAHOT7aUs8yw,0.0,1,0.0678,-10.101,0,0.0739,168.926,0.463,225533,I Found A Way,0
597,0.0141,0.498,0.818,360T76vzavPvB0ZLRqvATQ,0.0,9,0.421,-5.45,1,0.0435,120.835,0.399,204306,Have A Nice Day,9
599,0.00109,0.522,0.964,47No93LxERvV6MtOAmQzHS,0.000389,11,0.0387,-2.645,0,0.095,170.944,0.51,218626,Ignorance,65
601,0.0565,0.261,0.849,7q096gH9G0OjuUduheqM4l,1.84e-06,10,0.242,-5.146,1,0.0591,142.791,0.23,249280,Human Race,56
609,9.43e-05,0.528,0.831,1JdKrFyoU05abww0Zv0ayQ,0.0,8,0.141,-3.607,1,0.0429,131.094,0.632,220480,That's What You Get,61
611,0.00877,0.408,0.925,33DxzZNm85rorgfnilllJg,0.000454,5,0.12,-4.88,1,0.0533,126.405,0.361,206186,Radioactive,33
613,0.00172,0.542,0.905,5A1FmxbYVRZKy4nc16MAue,0.0104,9,0.136,-5.653,1,0.054,153.398,0.374,203346,Sex on Fire,64
615,0.00552,0.276,0.715,2TYC9SaRhYypUQzB1ZVTG2,0.000417,0,0.201,-5.356,1,0.0432,137.028,0.173,230760,Use Somebody,62
617,0.00757,0.365,0.606,0Xy9xPPs2zRRFqljGqKXel,0.052,1,0.103,-7.174,0,0.0415,114.995,0.191,250533,Pyro,38
622,0.000124,0.526,0.92,58HpsDKeYoLtNhXFQyQmz5,0.0,3,0.371,-3.866,1,0.0472,109.86,0.615,238880,Move Along,57
624,0.00016,0.527,0.854,53xBxsNApTuftfHGXnyyey,0.0,7,0.14,-4.111,1,0.0573,149.997,0.517,231201,Reason To Love,37
626,0.00219,0.491,0.885,37sINbJZcFdHFAsVNsPq1i,0.0,3,0.0741,-4.121,1,0.0395,166.992,0.641,245466,Superheroes,73
628,0.408,0.292,0.351,3mTEYjm3kIm4YzJ5zxJZjs,0.0,0,0.055,-9.883,0,0.0351,164.252,0.0658,229320,Flares,58
630,0.112,0.503,0.93,0UopkfGuwDf3hx3tr8rPxC,0.00382,4,0.103,-3.501,1,0.0679,146.998,0.328,298253,Dakota,6
632,0.104,0.743,0.733,5xHooj89TQoQHj3dALvSh1,1.05e-05,7,0.149,-5.183,0,0.0513,153.978,0.807,231666,No Way No,59
634,0.00129,0.547,0.848,2ctReR81XVD8JPlJqJqF1C,9.04e-06,11,0.276,-7.766,0,0.0659,191.993,0.783,226480,Looking Back,1
637,0.0557,0.606,0.784,3R1MKirozQBVYaBErWy8LB,0.0,9,0.177,-7.06,0,0.0381,85.983,0.727,246800,Stop For A Minute,3
640,0.00491,0.523,0.898,7clUVcSOtkNWa58Gw5RfD4,0.0345,11,0.0746,-6.765,0,0.0567,123.085,0.355,287906,Speed Of Sound,68
642,0.153,0.488,0.713,3ww7sj1QovjTsGAjnHpiPU,0.0,9,0.386,-7.536,0,0.0388,80.001,0.25,298120,Silver Lining,42
644,0.0291,0.634,0.886,5kD9T7GForh8LnRz5ClbL8,0.0,2,0.342,-3.466,1,0.0517,161.933,0.922,168253,The Middle,23
646,0.00197,0.456,0.879,3y2kWqVwRjwU49sbz5QGRD,0.0,9,0.095,-3.457,0,0.0353,148.131,0.536,220746,Astronaut,46
648,0.0134,0.421,0.858,44SmTrcp4mStbMhpJiX3Wd,0.0,1,0.067,-4.535,1,0.0963,173.255,0.491,206773,Welcome To My Life,0
650,0.000522,0.506,0.839,2VtkOiQWLfmZTWFRHQqiiG,0.0,0,0.0847,-4.947,0,0.0632,166.039,0.644,231053,Perfect World,0
652,0.00307,0.495,0.868,1nqZLq4jrUOcdltAjAlcvk,0.0,11,0.448,-3.94,0,0.0682,123.987,0.44,275786,Up In The Air,42
658,0.0617,0.467,0.848,2ZqTtndqAZDRAWw2vgZwQK,0.0,9,0.29,-3.063,0,0.0716,170.036,0.674,205752,But It's Better If You Do,60
660,0.0843,0.405,0.689,1S30kHvkkdMkcuCTGSgS41,0.0,10,0.207,-5.75,1,0.0365,155.189,0.397,191560,Nine In The Afternoon - Radio Mix,64
662,0.000362,0.436,0.893,5rLi8B8qgk6qThwRnKHW2P,0.0,9,0.103,-4.18,0,0.0556,124.113,0.0794,226680,The Ballad Of Mona Lisa,69
664,0.0938,0.567,0.795,4bPQs0PHn4xbipzdPfn6du,0.0,9,0.114,-4.985,0,0.134,170.06,0.635,187613,I Write Sins Not Tragedies,75
666,0.000107,0.544,0.785,6y6KjfkOZMCbzwOPKKDwi0,0.0155,1,0.152,-4.54,1,0.0274,136.969,0.143,262000,Just Another Girl,10
668,0.101,0.512,0.801,5sCs4grBDnpqaHnzvZHiCF,0.0166,5,0.107,-4.845,1,0.0549,185.99,0.255,242506,Shot At The Night,11
670,6.94e-06,0.408,0.965,2UKARCqDrhkYDoVR4FN5Wi,0.000402,2,0.11,-4.232,1,0.05,136.018,0.349,218000,Plug In Baby,64
673,0.00719,0.654,0.81,3Pnhzf3Knhdsavx0VM2ZmG,0.00251,4,0.165,-6.26,0,0.0288,114.623,0.661,200306,Island In The Sun,21
675,0.872,0.658,0.296,0THbsvMRmCHpFT3YLX301c,0.0,2,0.114,-10.584,1,0.0293,103.975,0.311,232813,Hey There Delilah,7
677,0.00819,0.683,0.585,0It6VJoMAare1zdV2wxqZq,0.0162,8,0.0797,-6.76,1,0.0323,115.997,0.641,235000,Undisclosed Desires,65
679,0.00242,0.585,0.842,2takcwOaAZWiXQijPHIx7B,0.00686,9,0.0866,-5.883,0,0.0556,118.211,0.428,237039,Time Is Running Out,67
681,0.0372,0.719,0.671,13P5rwmk2EsoFRIz9UCeh9,8.21e-06,8,0.12,-6.279,1,0.0336,130.027,0.786,237626,Cool Kids,69
683,0.0538,0.651,0.793,73fzhVcs7n1wZz84eoE2vs,0.01,4,0.137,-7.312,0,0.0338,90.573,0.682,232533,Drive,66
685,0.0129,0.472,0.671,7afSN5zhUhkbpRFpYKYztK,0.0,4,0.159,-4.649,1,0.029,82.952,0.0681,232800,The Reason,17
689,9.58e-05,0.601,0.78,5SEPHn2kcrgsi1ilpPS9s3,4.37e-05,2,0.562,-4.337,1,0.0276,105.998,0.752,246735,In The Shadows - Radio Edit,9
691,0.000665,0.545,0.932,4wzjNqjKAKDU82e8uMhzmr,0.0,7,0.127,-2.189,0,0.0399,92.956,0.465,192000,Face Down,72
697,0.00135,0.446,0.764,0gmbgwZ8iqyMPmXefof8Yf,0.0,10,0.099,-5.042,1,0.033,172.094,0.543,223840,How You Remind Me,77
707,0.096,0.616,0.656,3n69hLUdIsSa1WlRmjMZlW,0.000879,5,0.205,-7.298,1,0.0344,150.071,0.286,227080,Breezeblocks,69
709,0.0234,0.455,0.786,0uZ0orE84drZZzPKxCWSmR,0.0,1,0.145,-5.16,1,0.0338,103.172,0.416,267693,Little Talks,8
711,0.000334,0.428,0.978,1uxhZNYgK4fL8bN9LSyvk3,1.85e-06,7,0.39,-1.155,1,0.0662,102.581,0.302,177373,17 Crimes,41
713,0.000667,0.435,0.893,1aWYAQICESeHj2Xauv1Zfd,2.52e-05,7,0.382,-5.238,1,0.0439,164.29,0.433,208600,I Wanna,46
715,0.0159,0.718,0.691,1wYJnu1hMrYMNrkXKTVrYd,0.0,4,0.0627,-6.44,1,0.0387,100.008,0.552,213106,Gives You Hell,20
716,0.0737,0.312,0.834,40OGShMvwbAFJToWg3Cro2,0.0,0,0.162,-4.248,1,0.0561,109.443,0.538,180840,A Thousand Trees,1
724,0.00114,0.555,0.883,383QXk8nb2YrARMUwDdjQS,0.041,2,0.868,-3.426,1,0.0341,125.02,0.507,316717,Psycho,68
726,0.00259,0.451,0.79,6cQSR4chKDTFhlCT2MuNwq,0.0,1,0.126,-4.529,0,0.0331,161.96,0.525,224853,Hate (I Really Don't Like You),42
728,0.00952,0.482,0.926,2qkmPUG7ARsRwhVICQVwQS,0.0,7,0.311,-4.789,1,0.0549,130.007,0.371,231973,Mercy,61
730,7.94e-05,0.483,0.941,2KrIeiyfmm5AFkKyDViYk4,1.31e-05,11,0.0665,-3.788,0,0.0476,149.88,0.616,203720,Top Of The World,36
732,0.000343,0.469,0.955,5ZdzNVOmCSp5HFLk0EgvJS,1.35e-06,10,0.548,-4.253,1,0.0432,143.853,0.462,193653,Dirty Little Secret,62
734,0.000259,0.65,0.758,2daZovie6pc2ZK7StayD1K,0.000492,8,0.276,-5.021,1,0.0507,100.005,0.603,262947,Dead Inside,61
736,0.00606,0.622,0.59,3zTTvo1kI9JNCvSFQ9RsCK,0.000702,0,0.286,-7.517,1,0.0363,91.089,0.526,273466,Jumper - 2006 Remastered Version,32
738,0.000436,0.55,0.874,3skn2lauGk7Dx6bVIt5DVj,1.02e-05,4,0.206,-4.046,1,0.0321,121.61,0.318,240213,Starlight,72
740,0.000273,0.366,0.963,7ouMYWpwJ422jRcDASZB7P,0.0122,11,0.115,-5.301,0,0.142,137.114,0.211,366213,Knights Of Cydonia,68
742,0.0751,0.375,0.806,52wisas0DjBkVFPk6sVXk3,2.58e-05,7,0.353,-6.52,1,0.0514,157.001,0.618,146887,2013,0
744,0.348,0.591,0.718,1NrJYpdAi7uosDRPmSYrsG,0.000118,8,0.107,-6.025,1,0.0368,117.995,0.468,208106,Apologize,70
750,0.000242,0.511,0.931,1SZoPX6yKcuejHQ49DtDxr,0.0,0,0.0753,-2.583,1,0.0888,139.468,0.513,235534,Coming for You,57
753,0.00118,0.468,0.919,5wGKhAtleAFv0YV2w7NvSn,0.0243,9,0.357,-4.121,1,0.0416,152.712,0.667,227800,Generator,0
755,0.127,0.597,0.931,0DKNNR9iDjwfCEpMiFXMJq,0.0,11,0.0504,-4.591,0,0.0984,92.003,0.534,235200,Until The Day I Die,65
757,0.0525,0.436,0.93,2ORySgkn0CbUMFbEoP1wwE,0.0,4,0.227,-6.572,0,0.0597,131.446,0.445,325906,Separate Ways (Worlds Apart),50
759,0.0565,0.425,0.587,2nvC4i2aMo4CzRjRflysah,5.16e-06,9,0.298,-5.453,1,0.0278,144.642,0.194,226680,In My Place,69
761,0.00272,0.517,0.906,6SpLc7EXZIPpy0sVko0aoU,9.26e-06,1,0.113,-3.677,1,0.0735,172.977,0.731,211520,Misery Business,70
763,0.00313,0.367,0.881,1AT5viFqaGU9Hu5smdNlgB,0.0,7,0.185,-4.752,1,0.127,164.028,0.514,226786,New Perspective - Soundtrack Version,55
765,0.25,0.491,0.802,77NNZQSqzLNqh2A9JhLRkg,0.0,4,0.387,-7.106,1,0.0392,119.25,0.472,248906,Don't Stop Believin',74
770,0.0133,0.486,0.883,0TZGwR7lnzZU7yxZzh0uO2,8.81e-06,7,0.0924,-4.201,1,0.055,111.046,0.439,210080,Misunderstood,7
772,0.129,0.662,0.65,5L79aNYCTKiZq7vaOElXYj,0.0,6,0.113,-5.981,1,0.0383,117.992,0.481,209693,"Gone, Gone, Gone",66
773,0.000744,0.227,0.966,7tWwFRQL0HJheVi0FBseo7,2.84e-05,11,0.167,-3.646,1,0.0918,157.86,0.312,183626,Calling,0
775,0.00605,0.427,0.773,1qIgyDoc2rwtq8w49jeWL8,4.02e-06,8,0.0396,-4.222,1,0.115,171.806,0.695,303293,Oh Love,55
778,0.144,0.63,0.696,1fyysXwSGNtMeqMBLwW3SI,0.0,10,0.0835,-4.501,1,0.0242,94.034,0.491,261426,Breakeven,66
782,0.000653,0.641,0.861,6t89YDs0ZzcFK6GE2SEsvj,0.0001,3,0.118,-5.952,0,0.0293,132.006,0.875,248720,Stop The Clocks,0
784,0.000639,0.43,0.971,4pkFvX3AkuiSGPkv8gMlks,0.0,6,0.107,-3.91,1,0.0672,96.235,0.294,244226,Save Me,55
786,0.00166,0.423,0.94,6GIrIt2M39wEGwjCQjGChX,0.0,1,0.178,-4.012,0,0.0635,149.934,0.505,206520,The Great Escape,64
788,0.00122,0.454,0.882,5fpj84RsT9cOTfWUCxBTXu,0.00156,5,0.138,-4.251,1,0.06,95.999,0.497,212309,Little Monster,59
790,0.000867,0.52,0.981,1INksmStBpxdNlBzwGUvsg,0.00177,2,0.197,-2.75,1,0.0906,158.937,0.633,240572,Out Of The Black,61
793,0.66,0.581,0.33,3s4aPZxB3m1ttbhOiIPxcd,0.0,10,0.101,-10.425,0,0.0292,134.891,0.194,204490,Sleepwalking - Live Session,51
796,0.153,0.659,0.864,3oQggzwBp8hqUwgoUcb3wJ,0.0,4,0.141,-5.232,1,0.046,106.153,0.846,196600,There Is,56
798,0.299,0.345,0.418,5PK1JCSdr34gWgzYHgt3Jq,1.75e-05,7,0.103,-7.787,0,0.0316,109.044,0.267,198800,Feeling Good,64
800,0.0653,0.421,0.873,7wMq5n8mYSKlQIGECKUgTX,0.0,10,0.123,-4.343,1,0.0565,84.803,0.63,202533,Hall of Fame,77
803,0.0331,0.947,0.655,1MYlx4dBtiyjn7K8YSyfzT,0.0,5,0.0433,-4.243,0,0.0609,104.485,0.787,284800,The Real Slim Shady,64
805,0.0392,0.551,0.696,37qI0mchgzUSeUhPiwUWPY,0.0,2,0.127,-6.192,1,0.0265,112.024,0.354,209360,Wherever You Will Go,64
808,0.0226,0.371,0.86,4HHIVS7mHAXqXVebo3k5Um,0.0,11,0.316,-3.263,0,0.0464,137.405,0.376,240120,"You Know My Name - From ""Casino Royale"" Soundtrack",31
813,0.000263,0.41,0.839,6qTMlTywvKI267Zwgyglc3,0.0,3,0.0652,-5.547,1,0.0397,89.995,0.326,181813,Scream,44
815,0.209,0.483,0.768,4uyDe8SeM0Nsgzp9KMtXWn,0.000646,3,0.103,-5.431,1,0.0732,179.957,0.405,250506,Monster,65
818,0.00151,0.426,0.952,1tbjeelOKIjolYNUNnPMAD,2.76e-05,5,0.104,-2.649,1,0.0719,147.111,0.28,244899,Same Old War,57
820,0.0186,0.393,0.668,5QAGjlTC86AaHs9c97tqox,0.0,0,0.202,-5.95,0,0.0306,178.07,0.157,265000,Justify,0
822,0.0661,0.404,0.723,2D52zjCyqEIQa221lhw6uk,1.91e-06,6,0.233,-5.26,1,0.0571,160.048,0.225,326983,This Is War,64
824,0.0401,0.293,0.816,4sjLcE0GQ6urc4iUXsUPe9,2.95e-05,8,0.13,-5.432,1,0.0844,164.982,0.148,347666,Kings And Queens,62
